value,value1,name,piece
Nevydražené,,HAVRILLA VLADIMÍR (1943),"Jackson, priniesla som ti zenový koláčik"
Cena v predaji:,2 000 €,HAVRILLA VLADIMÍR (1943),"Jackson, priniesla som ti zenový koláčik"
Poradové číslo:,271,ILAVSKÝ SVÄTOZÁR (1958),Zašifrovaný odkaz (Z cyklu večný pleonazmus)
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Zašifrovaný odkaz (Z cyklu večný pleonazmus)
Cena v predaji:,4 600 €,ILAVSKÝ SVÄTOZÁR (1958),Zašifrovaný odkaz (Z cyklu večný pleonazmus)
Poradové číslo:,272,ILAVSKÝ SVÄTOZÁR (1958),Výkrik (Dobrú noc v Quinta del Sordo Goya!)
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Výkrik (Dobrú noc v Quinta del Sordo Goya!)
Cena v predaji:,3 000 €,ILAVSKÝ SVÄTOZÁR (1958),Výkrik (Dobrú noc v Quinta del Sordo Goya!)
Poradové číslo:,273,ILAVSKÝ SVÄTOZÁR (1958),Trúbenie na anjelov
Nevydražené,,ILAVSKÝ SVÄTOZÁR (1958),Trúbenie na anjelov
Cena v predaji:,2 400 €,ILAVSKÝ SVÄTOZÁR (1958),Trúbenie na anjelov
Poradové číslo:,274,ORAVEC JURAJ (1956),Hlava - Človek od Veroniky
Nevydražené,,ORAVEC JURAJ (1956),Hlava - Človek od Veroniky
Cena v predaji:,500 €,ORAVEC JURAJ (1956),Hlava - Človek od Veroniky
Poradové číslo:,275,FABIAN MATEJ (1979),Bastards
Nevydražené,,FABIAN MATEJ (1979),Bastards
Cena v predaji:,2 500 €,FABIAN MATEJ (1979),Bastards
Poradové číslo:,276,Neznámy maliar,Dáma s olejovou lampou
Vyvolávacia cena:,1 800 €,Neznámy maliar,Dáma s olejovou lampou
Konečná cena:,1 400 €,Neznámy maliar,Dáma s olejovou lampou
Poradové číslo:,277,,Konzolové hodiny v štýle Boullé (špindlovky)
Vyvolávacia cena:,8 500 €,,Konzolové hodiny v štýle Boullé (špindlovky)
Konečná cena:,8 500 €,,Konzolové hodiny v štýle Boullé (špindlovky)
Poradové číslo:,278,,Konzolové hodiny v štýle Boullé
Vyvolávacia cena:,7 000 €,,Konzolové hodiny v štýle Boullé
Konečná cena:,7 000 €,,Konzolové hodiny v štýle Boullé
Poradové číslo:,279,,Komodové hodiny (kováčovky)
Nevydražené,,,Komodové hodiny (kováčovky)
Cena v predaji:,3 800 €,,Komodové hodiny (kováčovky)
Poradové číslo:,280,,Komodové hodiny
Nevydražené,,,Komodové hodiny
Cena v predaji:,2 200 €,,Komodové hodiny
Poradové číslo:,281,,Porcelánové komodové hodiny - Roh hojnosti
Nevydražené,,,Porcelánové komodové hodiny - Roh hojnosti
Cena v predaji:,1 000 €,,Porcelánové komodové hodiny - Roh hojnosti
Poradové číslo:,282,,Podlahové hodiny Art Deco
Vyvolávacia cena:,500 €,,Podlahové hodiny Art Deco
Konečná cena:,650 €,,Podlahové hodiny Art Deco
Poradové číslo:,283,,Šašo s tromi opicami a sovou
Nevydražené,,,Šašo s tromi opicami a sovou
Cena v predaji:,3 500 €,,Šašo s tromi opicami a sovou
Poradové číslo:,284,,Socha džokeja na koni
Nevydražené,,,Socha džokeja na koni
Cena v predaji:,2 000 €,,Socha džokeja na koni
Poradové číslo:,285,,Bohyňa Diana
Vyvolávacia cena:,1 000 €,,Bohyňa Diana
Konečná cena:,1 050 €,,Bohyňa Diana
Poradové číslo:,286,,Diana
Vyvolávacia cena:,800 €,,Diana
Konečná cena:,1 450 €,,Diana
Poradové číslo:,287,,Hrajúci sa chlapci (podľa A. Moreaua)
Vyvolávacia cena:,700 €,,Hrajúci sa chlapci (podľa A. Moreaua)
Konečná cena:,550 €,,Hrajúci sa chlapci (podľa A. Moreaua)
Poradové číslo:,288,,Hroch
Nevydražené,,,Hroch
Cena v predaji:,950 €,,Hroch
Poradové číslo:,289,,Psík
Nevydražené,,,Psík
Cena v predaji:,600 €,,Psík
Poradové číslo:,290,,Galantná scéna
Vyvolávacia cena:,2 000 €,,Galantná scéna
Konečná cena:,1 600 €,,Galantná scéna
Poradové číslo:,291,,Loď trojsťažník
Vyvolávacia cena:,3 000 €,,Loď trojsťažník
Konečná cena:,3 200 €,,Loď trojsťažník
Poradové číslo:,292,,Prsteň s centrálnym diamantom
Nevydražené,,,Prsteň s centrálnym diamantom
Cena v predaji:,39 000 €,,Prsteň s centrálnym diamantom
Poradové číslo:,293,,Náhrdelník s diamantmi a smaragdmi
Nevydražené,,,Náhrdelník s diamantmi a smaragdmi
Cena v predaji:,15 000 €,,Náhrdelník s diamantmi a smaragdmi
Poradové číslo:,294,,Prsteň s centrálym diamantom
Nevydražené,,,Prsteň s centrálym diamantom
Cena v predaji:,14 000 €,,Prsteň s centrálym diamantom
Poradové číslo:,295,,Náramok pevný kruh
Vyvolávacia cena:,1 700 €,,Náramok pevný kruh
Konečná cena:,1 700 €,,Náramok pevný kruh
Poradové číslo:,296,,Zlatý prsteň
Nevydražené,,,Zlatý prsteň
Cena v predaji:,1 300 €,,Zlatý prsteň
Poradové číslo:,297,,Prsteň so smaragdami v tvare lístkov
Nevydražené,,,Prsteň so smaragdami v tvare lístkov
Cena v predaji:,1 100 €,,Prsteň so smaragdami v tvare lístkov
Poradové číslo:,298,,Brošňa - prívesok
Vyvolávacia cena:,1 000 €,,Brošňa - prívesok
Konečná cena:,1 050 €,,Brošňa - prívesok
Poradové číslo:,299,,Náušnice v secesnom štýle
Vyvolávacia cena:,1 100 €,,Náušnice v secesnom štýle
Konečná cena:,900 €,,Náušnice v secesnom štýle
Poradové číslo:,300,,Prsteň s centrálnym smaragdom
Vyvolávacia cena:,950 €,,Prsteň s centrálnym smaragdom
Konečná cena:,750 €,,Prsteň s centrálnym smaragdom
Poradové číslo:,301,,Prsteň s akvamarínom
Nevydražené,,,Prsteň s akvamarínom
Cena v predaji:,850 €,,Prsteň s akvamarínom
Poradové číslo:,302,,Náušnice Art Deco
Vyvolávacia cena:,650 €,,Náušnice Art Deco
Konečná cena:,500 €,,Náušnice Art Deco
Poradové číslo:,303,,Prsteň so zafírmi
Vyvolávacia cena:,650 €,,Prsteň so zafírmi
Konečná cena:,800 €,,Prsteň so zafírmi
Poradové číslo:,304,,Secesný prsteň so smaragdom a diamantmi
Nevydražené,,,Secesný prsteň so smaragdom a diamantmi
Cena v predaji:,600 €,,Secesný prsteň so smaragdom a diamantmi
Poradové číslo:,305,,Náušnice v tvare kvetu
Nevydražené,,,Náušnice v tvare kvetu
Cena v predaji:,600 €,,Náušnice v tvare kvetu
Poradové číslo:,306,,Prívesok s akvamarínom
Vyvolávacia cena:,400 €,,Prívesok s akvamarínom
Konečná cena:,320 €,,Prívesok s akvamarínom
Poradové číslo:,307,,Prsteň v tvare kvetu
Nevydražené,,,Prsteň v tvare kvetu
Cena v predaji:,350 €,,Prsteň v tvare kvetu
Poradové číslo:,308,,Biedermeyer otvárací medailón
Vyvolávacia cena:,140 €,,Biedermeyer otvárací medailón
Konečná cena:,140 €,,Biedermeyer otvárací medailón
Poradové číslo:,309,,Biedermeyer otvárací medailón
Nevydražené,,,Biedermeyer otvárací medailón
Cena v predaji:,120 €,,Biedermeyer otvárací medailón
Poradové číslo:,310,,Strieborná dóza - jahoda
Nevydražené,,,Strieborná dóza - jahoda
Cena v predaji:,2 500 €,,Strieborná dóza - jahoda
Poradové číslo:,311,,Strieborná dóza
Nevydražené,,,Strieborná dóza
Cena v predaji:,400 €,,Strieborná dóza
Poradové číslo:,312,,Strieborná dózička
Vyvolávacia cena:,350 €,,Strieborná dózička
Konečná cena:,280 €,,Strieborná dózička
Poradové číslo:,313,,Nefritová dózička
Nevydražené,,,Nefritová dózička
Cena v predaji:,660 €,,Nefritová dózička
Poradové číslo:,314,,Strieborný podnos
Nevydražené,,,Strieborný podnos
Cena v predaji:,630 €,,Strieborný podnos
Poradové číslo:,315,,Zásobník na strelný prach
Nevydražené,,,Zásobník na strelný prach
Cena v predaji:,1 000 €,,Zásobník na strelný prach
Poradové číslo:,316,,Rámik na fotografiu
Vyvolávacia cena:,180 €,,Rámik na fotografiu
Konečná cena:,270 €,,Rámik na fotografiu
Poradové číslo:,317,,Rámik na fotografiu
Vyvolávacia cena:,1 200 €,,Rámik na fotografiu
Konečná cena:,950 €,,Rámik na fotografiu
Poradové číslo:,318,,Rámik na fotografiu
Vyvolávacia cena:,800 €,,Rámik na fotografiu
Konečná cena:,650 €,,Rámik na fotografiu
Poradové číslo:,319,,Lupa
Vyvolávacia cena:,800 €,,Lupa
Konečná cena:,850 €,,Lupa
Poradové číslo:,320,,Pár krbových váz
Vyvolávacia cena:,1 500 €,,Pár krbových váz
Konečná cena:,1 200 €,,Pár krbových váz
Poradové číslo:,321,,Miniatúra kvetov v kvetináči ( podľa Fabergé)
Nevydražené,,,Miniatúra kvetov v kvetináči ( podľa Fabergé)
Cena v predaji:,3 000 €,,Miniatúra kvetov v kvetináči ( podľa Fabergé)
Poradové číslo:,322,,Ozdobná váza
Nevydražené,,,Ozdobná váza
Cena v predaji:,2 000 €,,Ozdobná váza
Poradové číslo:,323,,Váza
Nevydražené,,,Váza
Cena v predaji:,650 €,,Váza
Poradové číslo:,324,,Keramický stojan na kvety
Nevydražené,,,Keramický stojan na kvety
Cena v predaji:,600 €,,Keramický stojan na kvety
Poradové číslo:,325,,Priateľská súprava z jantáru
Vyvolávacia cena:,4 500 €,,Priateľská súprava z jantáru
Konečná cena:,4 500 €,,Priateľská súprava z jantáru
Poradové číslo:,326,,Lampa Art Deco
Nevydražené,,,Lampa Art Deco
Cena v predaji:,1 800 €,,Lampa Art Deco
Poradové číslo:,327,,Dámsky písací stôl
Nevydražené,,,Dámsky písací stôl
Cena v predaji:,500 €,,Dámsky písací stôl
Poradové číslo:,1, BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš II.
Odhadovaná cena:,8 000 – 9 000 €, BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš II.
Konečná cena:,10 900 €, BAZOVSKÝ MILOŠ ALEXANDER (1899 - 1968),Detviansky fujaráš II.
Poradové číslo:,2,SOVÁNKA KAROL  (1883 - 1961),Srnček
Odhadovaná cena:,900 - 1 100 €,SOVÁNKA KAROL  (1883 - 1961),Srnček
Konečná cena:,1 200 €,SOVÁNKA KAROL  (1883 - 1961),Srnček
Poradové číslo:,3,SOVÁNKA KAROL  (1883 - 1961),Srnka
Odhadovaná cena:,900 - 1 100 €,SOVÁNKA KAROL  (1883 - 1961),Srnka
Konečná cena:,900 €,SOVÁNKA KAROL  (1883 - 1961),Srnka
Poradové číslo:,4,ONDREIČKA KAROL  (1898 - 1961),Slovenská madona
Odhadovaná cena:,10 000 - 12 000 €,ONDREIČKA KAROL  (1898 - 1961),Slovenská madona
Konečná cena:,11 000 €,ONDREIČKA KAROL  (1898 - 1961),Slovenská madona
Poradové číslo:,6,MALLÝ GUSTÁV  (1879 - 1952),Dievča v kroji
Nevydražené,,MALLÝ GUSTÁV  (1879 - 1952),Dievča v kroji
Cena v predaji:,16 000 €,MALLÝ GUSTÁV  (1879 - 1952),Dievča v kroji
Poradové číslo:,7,BENKA MARTIN  (1888 - 1971),Strihanie oviec
Nevydražené,,BENKA MARTIN  (1888 - 1971),Strihanie oviec
Cena v predaji:,65 000 €,BENKA MARTIN  (1888 - 1971),Strihanie oviec
Poradové číslo:,8,ALEXY JANKO  (1894 - 1970),Zamyslený bača
Nevydražené,,ALEXY JANKO  (1894 - 1970),Zamyslený bača
Cena v predaji:,14 000 €,ALEXY JANKO  (1894 - 1970),Zamyslený bača
Poradové číslo:,9,WEISZ-KUBÍNČAN PETER ARNOLD  (1898 - 1945),Dvaja v lese
Nevydražené,,WEISZ-KUBÍNČAN PETER ARNOLD  (1898 - 1945),Dvaja v lese
Cena v predaji:,29 000 €,WEISZ-KUBÍNČAN PETER ARNOLD  (1898 - 1945),Dvaja v lese
Poradové číslo:,10,GALANDA MIKULÁŠ  (1895 - 1938),Odpočívajúci zbojník
Nevydražené,,GALANDA MIKULÁŠ  (1895 - 1938),Odpočívajúci zbojník
Cena v predaji:,6 000 €,GALANDA MIKULÁŠ  (1895 - 1938),Odpočívajúci zbojník
Poradové číslo:,11,KERN PETER JÚLIUS  (1881 - 1963),Krajina s pohľadom na Kriváň
Odhadovaná cena:,2 500 – 3 500 €,KERN PETER JÚLIUS  (1881 - 1963),Krajina s pohľadom na Kriváň
Konečná cena:,3 000 €,KERN PETER JÚLIUS  (1881 - 1963),Krajina s pohľadom na Kriváň
Poradové číslo:,12,SCHURMANN MAX  (1890 - 1960),Pod stromom
Odhadovaná cena:,5 000 - 6 000 €,SCHURMANN MAX  (1890 - 1960),Pod stromom
Konečná cena:,5 000 €,SCHURMANN MAX  (1890 - 1960),Pod stromom
Poradové číslo:,13,JASUSCH ANTON  (1882 - 1965),Jesenná krajina
Odhadovaná cena:,23 000 – 25 000 €,JASUSCH ANTON  (1882 - 1965),Jesenná krajina
Konečná cena:,23 000 €,JASUSCH ANTON  (1882 - 1965),Jesenná krajina
Poradové číslo:,15,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Nevydražené,,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Cena v predaji:,2 900 €,RUDNAY GYULA (JÚLIUS) (1878 - 1957),Slávnosť v lese
Poradové číslo:,16,MEDNYÁNSZKY LADISLAV  (1852 - 1919),Lesný potok
Nevydražené,,MEDNYÁNSZKY LADISLAV  (1852 - 1919),Lesný potok
Cena v predaji:,24 500 €,MEDNYÁNSZKY LADISLAV  (1852 - 1919),Lesný potok
Poradové číslo:,17,JASUSCH ANTON (1882 - 1965),Na okraji lesa (v zime)
Nevydražené,,JASUSCH ANTON (1882 - 1965),Na okraji lesa (v zime)
Cena v predaji:,14 700 €,JASUSCH ANTON (1882 - 1965),Na okraji lesa (v zime)
Poradové číslo:,18,MEDNYÁNSZKY LADISLAV (1852 - 1919),Tiahnúci vojaci
Nevydražené,,MEDNYÁNSZKY LADISLAV (1852 - 1919),Tiahnúci vojaci
Cena v predaji:,60 000 €,MEDNYÁNSZKY LADISLAV (1852 - 1919),Tiahnúci vojaci
Poradové číslo:,19,ZMETÁK ERNEST  (1919 - 2004),Podľa Mantegnu
Nevydražené,,ZMETÁK ERNEST  (1919 - 2004),Podľa Mantegnu
Cena v predaji:,10 000 €,ZMETÁK ERNEST  (1919 - 2004),Podľa Mantegnu
Poradové číslo:,20,KERN HERMAN  (1838 - 1912),Starý pôžitkár
Odhadovaná cena:,2 500 - 3 500 €,KERN HERMAN  (1838 - 1912),Starý pôžitkár
Konečná cena:,2 600 €,KERN HERMAN  (1838 - 1912),Starý pôžitkár
Poradové číslo:,21,MARASTONI JAKUB (JACOMO JAKAB)  (1804 - 1860),Dievča s holubicou
Odhadovaná cena:,9 000 – 11 000 €,MARASTONI JAKUB (JACOMO JAKAB)  (1804 - 1860),Dievča s holubicou
Konečná cena:,10 900 €,MARASTONI JAKUB (JACOMO JAKAB)  (1804 - 1860),Dievča s holubicou
